B1,B2
1.000251273733181,0.9967767272143054
1.138870983957597,1.1356466769495979
1.1725752923981496,1.170261018520624
1.1872645964194788,1.1839582984657906
1.1878954986706134,1.1852576372289378
1.178777957542232,1.1761288799425986
1.1667019309064108,1.163499107297933
1.1531762099227072,1.1505626948803853
1.1371026578060093,1.1345450493667473
1.1205324206008689,1.1201089798005965
1.1034789097877455,1.1039309041525334
