B1,B2
1.1008290152270337,1.1010684572241993
1.2359296883633002,1.219090422594515
1.357749119667176,1.3295825693463827
1.4471079236719342,1.4222492837922114
1.494099643386504,1.4801821587585346
1.5044139360826283,1.4995858412358474
1.483855074811446,1.487984171489666
1.4572912013129629,1.4596247913554834
1.4212840079906393,1.4269728789820142
1.3849113103246748,1.3881247208358716
1.3521432206298476,1.352633270255089
